gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,AvgMonthlySpend,StreamingServices,TenureGroup,ContractRisk,PaymentType,InternetType,HighValueCustomer,EngagementLevel
Female,No,Yes,Yes,10,Yes,Yes,Fiber optic,Secure,No Backup,Not Protected,No Support,Month-to-month,Yes,Electronic check,100.25,1064.65,Churned,106.465,TV + Movies,0-1 Year,High Risk,Manual,High Speed,Yes,Medium
Female,No,No,No,41,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.65,835.15,Retained,20.36951219512195,No Streaming,2-4 Years,Low Risk,Manual,No Internet,No,Low
Male,No,Yes,Yes,27,Yes,Yes,Fiber optic,Not Secure,Backup Enabled,Not Protected,Support Available,Month-to-month,Yes,Credit card (automatic),85.2,2151.6,Retained,79.68888888888888,No Streaming,2-4 Years,High Risk,Auto,High Speed,Yes,Low
Female,No,Yes,Yes,56,Yes,Yes,Fiber optic,Not Secure,No Backup,Protected,No Support,One year,Yes,Credit card (automatic),99.8,5515.45,Retained,98.49017857142857,TV + Movies,4+ Years,Medium Risk,Auto,High Speed,Yes,Medium
Female,No,No,No,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.7,112.75,Retained,18.791666666666668,No Streaming,0-1 Year,High Risk,Manual,No Internet,No,Low
Male,No,No,No,3,Yes,Yes,Fiber optic,Not Secure,No Backup,Not Protected,No Support,Month-to-month,Yes,Electronic check,74.4,229.55,Churned,76.51666666666667,No Streaming,0-1 Year,High Risk,Manual,High Speed,Yes,Low
Female,No,Yes,Yes,7,Yes,No,DSL,Secure,No Backup,Not Protected,No Support,Month-to-month,No,Mailed check,50.7,350.35,Retained,50.050000000000004,No Streaming,0-1 Year,High Risk,Manual,Medium Speed,No,Low
Female,No,Yes,Yes,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.85,62.9,Retained,15.725,No Streaming,0-1 Year,High Risk,Manual,No Internet,No,Low
Male,No,No,No,33,Yes,No,Fiber optic,Secure,No Backup,Not Protected,Support Available,Two year,Yes,Electronic check,88.95,3027.65,Retained,91.7469696969697,TV Only,2-4 Years,Low Risk,Manual,High Speed,Yes,Low
Female,Yes,No,No,27,Yes,Yes,Fiber optic,Not Secure,No Backup,Protected,No Support,Month-to-month,Yes,Electronic check,78.05,2135.5,Churned,79.0925925925926,No Streaming,2-4 Years,High Risk,Manual,High Speed,Yes,Low
Male,No,Yes,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),23.55,1723.95,Retained,23.94375,No Streaming,4+ Years,Low Risk,Auto,No Internet,No,Low
Male,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.75,19.75,Retained,19.75,No Streaming,0-1 Year,High Risk,Manual,No Internet,No,Low
Male,Yes,No,No,71,No,No,DSL,Secure,Backup Enabled,Not Protected,No Support,One year,Yes,Electronic check,56.45,3985.35,Retained,56.131690140845066,TV + Movies,4+ Years,Medium Risk,Manual,Medium Speed,No,Low
Female,No,No,No,13,Yes,Yes,Fiber optic,Not Secure,No Backup,Not Protected,No Support,Month-to-month,Yes,Electronic check,85.95,1215.65,Retained,93.51153846153846,Movies Only,1-2 Years,High Risk,Manual,High Speed,Yes,Medium
Female,No,Yes,Yes,25,No,No,DSL,Secure,Backup Enabled,Protected,No Support,Month-to-month,Yes,Credit card (automatic),58.6,1502.65,Churned,60.106,TV + Movies,2-4 Years,High Risk,Auto,Medium Speed,No,Low
Male,No,No,No,67,Yes,No,DSL,Not Secure,No Backup,Not Protected,Support Available,Two year,No,Bank transfer (automatic),50.55,3260.1,Retained,48.65820895522388,No Streaming,4+ Years,Low Risk,Auto,Medium Speed,No,Low
Male,No,No,No,1,No,No,DSL,Not Secure,No Backup,Not Protected,No Support,Month-to-month,Yes,Electronic check,35.45,35.45,Churned,35.45,Movies Only,0-1 Year,High Risk,Manual,Medium Speed,No,Low
Male,No,No,No,2,Yes,No,DSL,Not Secure,No Backup,Not Protected,No Support,Month-to-month,No,Electronic check,44.35,81.25,Churned,40.625,No Streaming,0-1 Year,High Risk,Manual,Medium Speed,No,Low
Female,No,No,No,43,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),25.7,1188.2,Retained,27.632558139534886,No Streaming,2-4 Years,Low Risk,Auto,No Internet,No,Low
Female,No,No,No,23,Yes,No,Fiber optic,Secure,No Backup,Not Protected,No Support,Month-to-month,Yes,Bank transfer (automatic),75.0,1778.5,Retained,77.32608695652173,No Streaming,1-2 Years,High Risk,Auto,High Speed,Yes,Low
Female,No,Yes,Yes,64,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.2,1277.75,Retained,19.96484375,No Streaming,4+ Years,Low Risk,Manual,No Internet,No,Low
Male,No,No,Yes,57,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,19.6,1170.55,Retained,20.5359649122807,No Streaming,4+ Years,Low Risk,Manual,No Internet,No,Low
Female,Yes,Yes,No,1,Yes,No,Fiber optic,Not Secure,No Backup,Not Protected,No Support,Month-to-month,Yes,Mailed check,70.45,70.45,Churned,70.45,No Streaming,0-1 Year,High Risk,Manual,High Speed,Yes,Low
Female,Yes,Yes,Yes,72,Yes,Yes,DSL,Secure,Backup Enabled,Protected,Support Available,Two year,Yes,Credit card (automatic),88.05,6425.65,Retained,89.24513888888889,TV + Movies,4+ Years,Low Risk,Auto,Medium Speed,Yes,Medium
Female,No,No,No,8,Yes,Yes,DSL,Secure,No Backup,Not Protected,Support Available,Month-to-month,No,Electronic check,71.15,563.65,Churned,70.45625,Movies Only,0-1 Year,High Risk,Manual,Medium Speed,Yes,Medium
Female,No,Yes,No,61,Yes,Yes,Fiber optic,Not Secure,Backup Enabled,Not Protected,No Support,Two year,Yes,Bank transfer (automatic),101.05,5971.25,Retained,97.88934426229508,TV + Movies,4+ Years,Low Risk,Auto,High Speed,Yes,Medium
Male,No,No,No,64,Yes,Yes,Fiber optic,Secure,Backup Enabled,Not Protected,No Support,One year,Yes,Credit card (automatic),84.3,5289.05,Retained,82.64140625,No Streaming,4+ Years,Medium Risk,Auto,High Speed,Yes,Low
Male,Yes,Yes,No,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),23.95,1756.2,Retained,24.735211267605635,No Streaming,4+ Years,Low Risk,Auto,No Internet,No,Low
Female,No,Yes,Yes,65,Yes,Yes,Fiber optic,Secure,Backup Enabled,Not Protected,Support Available,Two year,Yes,Credit card (automatic),99.05,6416.7,Retained,98.71846153846154,TV Only,4+ Years,Low Risk,Auto,High Speed,Yes,Medium
Male,No,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.6,61.35,Retained,20.45,No Streaming,0-1 Year,Medium Risk,Manual,No Internet,No,Low
Male,No,No,No,1,Yes,No,DSL,Not Secure,No Backup,Not Protected,No Support,Month-to-month,Yes,Electronic check,45.65,45.65,Churned,45.65,No Streaming,0-1 Year,High Risk,Manual,Medium Speed,No,Low
Male,No,No,Yes,30,Yes,No,DSL,Not Secure,Backup Enabled,Protected,No Support,One year,No,Credit card (automatic),64.5,1929.95,Retained,64.33166666666666,TV Only,2-4 Years,Medium Risk,Auto,Medium Speed,No,Low
Male,No,Yes,Yes,15,Yes,No,DSL,Not Secure,Backup Enabled,Protected,Support Available,Month-to-month,Yes,Mailed check,69.5,1071.4,Retained,71.42666666666668,Movies Only,1-2 Years,High Risk,Manual,Medium Speed,No,Low
Female,No,Yes,Yes,8,Yes,No,DSL,Not Secure,No Backup,Not Protected,Support Available,Month-to-month,Yes,Electronic check,68.55,564.35,Retained,70.54375,TV + Movies,0-1 Year,High Risk,Manual,Medium Speed,No,Medium
Male,No,No,No,7,Yes,Yes,Fiber optic,Not Secure,No Backup,Not Protected,No Support,Month-to-month,No,Mailed check,95.0,655.5,Churned,93.64285714285714,TV + Movies,0-1 Year,High Risk,Manual,High Speed,Yes,Medium
Female,No,Yes,Yes,70,Yes,Yes,Fiber optic,Secure,Backup Enabled,Protected,No Support,One year,Yes,Credit card (automatic),108.15,7930.55,Retained,113.29357142857143,TV + Movies,4+ Years,Medium Risk,Auto,High Speed,Yes,Medium
Male,No,Yes,Yes,62,Yes,No,DSL,Secure,Backup Enabled,Protected,Support Available,Two year,No,Electronic check,86.1,5215.25,Retained,84.11693548387096,TV + Movies,4+ Years,Low Risk,Manual,Medium Speed,Yes,Medium
Female,No,Yes,Yes,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.7,113.5,Retained,18.916666666666668,No Streaming,0-1 Year,High Risk,Manual,No Internet,No,Low
Female,No,Yes,Yes,14,Yes,No,Fiber optic,Not Secure,No Backup,Not Protected,No Support,Month-to-month,Yes,Bank transfer (automatic),80.9,1152.8,Retained,82.34285714285714,Movies Only,1-2 Years,High Risk,Auto,High Speed,Yes,Low
Female,No,No,No,22,Yes,Yes,Fiber optic,Not Secure,No Backup,Not Protected,No Support,Month-to-month,Yes,Bank transfer (automatic),84.15,1821.95,Retained,82.81590909090909,TV Only,1-2 Years,High Risk,Auto,High Speed,Yes,Medium
Male,No,Yes,Yes,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.15,419.9,Retained,19.086363636363636,No Streaming,1-2 Years,Medium Risk,Manual,No Internet,No,Low
Male,No,Yes,Yes,16,Yes,No,DSL,Secure,No Backup,Protected,No Support,Two year,No,Mailed check,64.25,1024.0,Retained,64.0,TV Only,1-2 Years,Low Risk,Manual,Medium Speed,No,Low
Male,No,No,No,10,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),25.7,251.6,Retained,25.16,No Streaming,0-1 Year,Low Risk,Auto,No Internet,No,Low
Female,No,No,Yes,13,Yes,No,DSL,Secure,Backup Enabled,Not Protected,No Support,Month-to-month,Yes,Electronic check,56.0,764.55,Retained,58.81153846153846,No Streaming,1-2 Years,High Risk,Manual,Medium Speed,No,Low
Female,No,Yes,No,20,Yes,Yes,Fiber optic,Secure,No Backup,Not Protected,No Support,Month-to-month,No,Electronic check,82.4,1592.35,Churned,79.61749999999999,No Streaming,1-2 Years,High Risk,Manual,High Speed,Yes,Low
Female,No,No,No,2,Yes,No,Fiber optic,Not Secure,No Backup,Not Protected,No Support,Month-to-month,Yes,Electronic check,69.7,135.2,Retained,67.6,No Streaming,0-1 Year,High Risk,Manual,High Speed,No,Low
Male,No,No,No,53,Yes,Yes,DSL,Not Secure,Backup Enabled,Protected,Support Available,Two year,Yes,Bank transfer (automatic),73.9,3958.25,Retained,74.68396226415095,Movies Only,4+ Years,Low Risk,Auto,Medium Speed,Yes,Medium
Female,No,Yes,Yes,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.6,233.9,Retained,21.263636363636365,No Streaming,0-1 Year,Medium Risk,Manual,No Internet,No,Low
Male,No,Yes,No,69,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.9,1363.45,Retained,19.76014492753623,No Streaming,4+ Years,Low Risk,Manual,No Internet,No,Low
Female,No,No,No,4,Yes,No,Fiber optic,Not Secure,No Backup,Not Protected,No Support,Month-to-month,Yes,Bank transfer (automatic),70.9,273.0,Churned,68.25,No Streaming,0-1 Year,High Risk,Auto,High Speed,Yes,Low
Male,No,Yes,No,72,Yes,Yes,DSL,Secure,Backup Enabled,Protected,Support Available,Two year,Yes,Bank transfer (automatic),89.05,6254.45,Retained,86.86736111111111,TV + Movies,4+ Years,Low Risk,Auto,Medium Speed,Yes,Medium
Male,Yes,Yes,No,58,No,No,DSL,Not Secure,Backup Enabled,Protected,No Support,Month-to-month,Yes,Electronic check,45.3,2651.2,Churned,45.710344827586205,Movies Only,4+ Years,High Risk,Manual,Medium Speed,No,Low
Female,No,Yes,Yes,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,20.4,321.4,Retained,20.0875,No Streaming,1-2 Years,High Risk,Manual,No Internet,No,Low
Male,No,Yes,No,43,Yes,No,Fiber optic,Secure,No Backup,Protected,Support Available,One year,Yes,Bank transfer (automatic),84.25,3539.25,Retained,82.30813953488372,No Streaming,2-4 Years,Medium Risk,Auto,High Speed,Yes,Low
Female,No,Yes,No,2,Yes,Yes,Fiber optic,Not Secure,No Backup,Protected,Support Available,Month-to-month,Yes,Electronic check,104.4,242.8,Churned,121.4,TV + Movies,0-1 Year,High Risk,Manual,High Speed,Yes,Medium
Male,No,Yes,No,14,Yes,No,DSL,Not Secure,Backup Enabled,Protected,Support Available,Two year,No,Mailed check,81.95,1181.75,Retained,84.41071428571429,TV + Movies,1-2 Years,Low Risk,Manual,Medium Speed,Yes,Medium
Female,No,Yes,No,53,Yes,No,Fiber optic,Not Secure,No Backup,Protected,No Support,One year,Yes,Bank transfer (automatic),94.85,5000.2,Churned,94.3433962264151,TV + Movies,4+ Years,Medium Risk,Auto,High Speed,Yes,Medium
Female,No,No,No,32,Yes,No,No,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),20.55,654.55,Retained,20.4546875,No Streaming,2-4 Years,Medium Risk,Auto,No Internet,No,Low
Female,No,Yes,No,34,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,24.7,780.2,Retained,22.947058823529414,No Streaming,2-4 Years,High Risk,Manual,No Internet,No,Low
Female,Yes,No,No,15,Yes,Yes,Fiber optic,Not Secure,No Backup,Not Protected,No Support,Month-to-month,Yes,Mailed check,74.45,1145.7,Churned,76.38000000000001,No Streaming,1-2 Years,High Risk,Manual,High Speed,Yes,Low
Female,Yes,No,No,7,Yes,No,Fiber optic,Secure,No Backup,Not Protected,No Support,Month-to-month,No,Bank transfer (automatic),76.45,503.6,Churned,71.94285714285715,No Streaming,0-1 Year,High Risk,Auto,High Speed,Yes,Low
Female,No,Yes,Yes,15,Yes,Yes,Fiber optic,Not Secure,Backup Enabled,Protected,No Support,Month-to-month,Yes,Bank transfer (automatic),105.35,1559.25,Retained,103.95,TV + Movies,1-2 Years,High Risk,Auto,High Speed,Yes,Medium
Male,No,Yes,No,61,Yes,No,No,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),20.55,1252.0,Retained,20.524590163934427,No Streaming,4+ Years,Medium Risk,Auto,No Internet,No,Low
Female,No,No,No,1,No,No,DSL,Not Secure,Backup Enabled,Not Protected,No Support,Month-to-month,No,Bank transfer (automatic),29.95,29.95,Churned,29.95,No Streaming,0-1 Year,High Risk,Auto,Medium Speed,No,Low
Female,No,No,No,1,Yes,No,DSL,Not Secure,No Backup,Not Protected,No Support,Month-to-month,No,Mailed check,45.3,45.3,Retained,45.3,No Streaming,0-1 Year,High Risk,Manual,Medium Speed,No,Low
Male,No,No,No,8,Yes,Yes,Fiber optic,Not Secure,No Backup,Not Protected,No Support,Month-to-month,No,Bank transfer (automatic),84.5,662.65,Churned,82.83125,Movies Only,0-1 Year,High Risk,Auto,High Speed,Yes,Medium
Male,No,Yes,Yes,33,Yes,No,DSL,Secure,No Backup,Protected,No Support,One year,No,Credit card (automatic),74.75,2453.3,Retained,74.34242424242424,TV + Movies,2-4 Years,Medium Risk,Auto,Medium Speed,Yes,Medium
Female,No,No,No,13,Yes,No,Fiber optic,Not Secure,Backup Enabled,Protected,No Support,Month-to-month,Yes,Electronic check,79.25,1111.65,Churned,85.51153846153846,No Streaming,1-2 Years,High Risk,Manual,High Speed,Yes,Low
Female,No,Yes,No,1,No,No,DSL,Not Secure,No Backup,Not Protected,No Support,Month-to-month,Yes,Electronic check,24.8,24.8,Churned,24.8,No Streaming,0-1 Year,High Risk,Manual,Medium Speed,No,Low
Male,No,No,No,20,Yes,No,DSL,Not Secure,Backup Enabled,Not Protected,No Support,Month-to-month,Yes,Mailed check,51.8,1023.85,Retained,51.1925,No Streaming,1-2 Years,High Risk,Manual,Medium Speed,No,Low
Male,No,No,No,3,No,No,DSL,Not Secure,No Backup,Not Protected,Support Available,Month-to-month,No,Electronic check,30.4,82.15,Retained,27.383333333333336,No Streaming,0-1 Year,High Risk,Manual,Medium Speed,No,Low
Female,No,No,No,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,19.65,244.8,Retained,18.83076923076923,No Streaming,1-2 Years,Medium Risk,Manual,No Internet,No,Low
Female,No,Yes,No,40,Yes,Yes,DSL,Not Secure,Backup Enabled,Not Protected,No Support,Month-to-month,No,Credit card (automatic),56.6,2379.1,Retained,59.4775,No Streaming,2-4 Years,High Risk,Auto,Medium Speed,No,Low
Male,No,Yes,Yes,43,Yes,Yes,DSL,Secure,No Backup,Not Protected,Support Available,One year,Yes,Credit card (automatic),71.9,3173.35,Retained,73.79883720930232,Movies Only,2-4 Years,Medium Risk,Auto,Medium Speed,Yes,Medium
Male,No,Yes,No,6,Yes,No,Fiber optic,Not Secure,Backup Enabled,Protected,No Support,Month-to-month,Yes,Electronic check,91.0,531.0,Churned,88.5,Movies Only,0-1 Year,High Risk,Manual,High Speed,Yes,Low
Female,No,Yes,Yes,69,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.75,1375.4,Retained,19.933333333333334,No Streaming,4+ Years,Low Risk,Auto,No Internet,No,Low
Female,No,Yes,Yes,72,Yes,Yes,Fiber optic,Secure,Backup Enabled,Protected,No Support,Two year,No,Credit card (automatic),109.7,8129.3,Retained,112.90694444444445,TV + Movies,4+ Years,Low Risk,Auto,High Speed,Yes,Medium
Male,No,Yes,Yes,59,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.3,1192.7,Retained,20.215254237288136,No Streaming,4+ Years,Low Risk,Auto,No Internet,No,Low
Female,No,Yes,No,20,Yes,No,Fiber optic,Secure,Backup Enabled,Not Protected,Support Available,Month-to-month,Yes,Electronic check,96.55,1901.65,Retained,95.08250000000001,TV Only,1-2 Years,High Risk,Manual,High Speed,Yes,Low
Male,No,Yes,Yes,24,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),24.1,587.4,Retained,24.474999999999998,No Streaming,1-2 Years,Low Risk,Auto,No Internet,No,Low
Male,No,No,No,59,Yes,Yes,Fiber optic,Not Secure,Backup Enabled,Protected,Support Available,Month-to-month,Yes,Electronic check,111.35,6519.75,Retained,110.5042372881356,TV + Movies,4+ Years,High Risk,Manual,High Speed,Yes,Medium
Male,No,Yes,Yes,72,Yes,Yes,Fiber optic,Not Secure,Backup Enabled,Protected,Support Available,Two year,Yes,Bank transfer (automatic),112.25,8041.65,Retained,111.68958333333333,TV + Movies,4+ Years,Low Risk,Auto,High Speed,Yes,Medium
Male,No,No,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.75,20.75,Retained,20.75,No Streaming,0-1 Year,High Risk,Manual,No Internet,No,Low
Female,No,Yes,No,27,Yes,No,Fiber optic,Secure,No Backup,Not Protected,Support Available,One year,Yes,Credit card (automatic),101.9,2681.15,Retained,99.30185185185185,TV + Movies,2-4 Years,Medium Risk,Auto,High Speed,Yes,Medium
Female,No,No,No,14,Yes,No,Fiber optic,Not Secure,Backup Enabled,Not Protected,Support Available,Month-to-month,Yes,Credit card (automatic),80.05,1112.3,Retained,79.45,No Streaming,1-2 Years,High Risk,Auto,High Speed,Yes,Low
Male,No,Yes,Yes,71,Yes,Yes,Fiber optic,Secure,No Backup,Protected,No Support,Two year,No,Electronic check,105.55,7405.5,Retained,104.30281690140845,TV + Movies,4+ Years,Low Risk,Manual,High Speed,Yes,Medium
Male,No,No,Yes,13,Yes,No,Fiber optic,Not Secure,No Backup,Not Protected,No Support,Month-to-month,Yes,Credit card (automatic),78.3,1033.95,Retained,79.53461538461539,TV Only,1-2 Years,High Risk,Auto,High Speed,Yes,Low
Male,No,No,No,44,Yes,No,Fiber optic,Not Secure,No Backup,Not Protected,No Support,Month-to-month,No,Credit card (automatic),68.85,2958.95,Retained,67.24886363636364,No Streaming,2-4 Years,High Risk,Auto,High Speed,No,Low
